"SMILES","CASRN","MOLECULEID","EXTERNALID","N","NAME","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","logPow {measured}","UNIT {logPow}","logPow {measured, converted}","UNIT {logPow}","pH","UNIT {pH}"
"CS(=O)(=O)N(CC(=O)NC1=C(F)C=CC=C1F)C1=CC(Cl)=C(Cl)C=C1Cl","-","M1023163","ZINC02880705","657","-","-","A27772","23131797","-","2","4.34","Log unit","4.34","Log unit","= 6.5","Log unit"
"CC(C)N(CC1=NC(=NO1)C1=CC=CC=C1)C(=O)C1=CC=CC=C1CCC1=CC=CC=C1","-","M1023165","ZINC02880840","658","-","-","A27772","23131797","-","2","5.98","Log unit","5.98","Log unit","5.0","Log unit"
"[O-][N+](=O)C1=CC(=CC=C1)C(=O)N(CC1=CC=CC=C1F)N1C(=O)C2=CC=CC=C2C1=O","-","M1153601","ZINC02880968","659","-","-","A27772","23131797","-","2","4.47","Log unit","4.47","Log unit","= 6.5","Log unit"
"ClC1=CC=C(C=C1)C(=O)N(CC1=CC=C(Cl)C(Cl)=C1)N1C(=O)[C@@H]2CCCC[C@H]2C1=O","-","M3410283","ZINC17988913","660","-","-","A27772","23131797","-","2","5.51","Log unit","5.51","Log unit","= 6.5","Log unit"
"C[C@@H](N(C1=CC=C(Cl)C=C1)S(C)(=O)=O)C(=O)NC1CCCC1","-","M1020513","ZINC00581990","661","-","-","A27772","23131797","-","2","3.48","Log unit","3.48","Log unit","5.0","Log unit"
"CC(=O)C1=CC=C(C=C1NC(=O)C1=CC=CC=C1)C(C)(C)C","-","M1019874","ZINC00249645","662","-","-","A27772","23131797","-","2","5.13","Log unit","5.13","Log unit","5.0","Log unit"
"CC(C)COP(=O)(OCC(C)C)[C@H](O)C1=CC=C(C)C=C1","-","M1023179","ZINC02895418","664","-","-","A27772","23131797","-","2","4.44","Log unit","4.44","Log unit","5.0","Log unit"
"CCCCOC(=O)C1=C(C)NC2=C([C@H]1C1=CC=CC=C1OC)C(=O)CCC2","-","M1023024","ZINC02801315","665","-","-","A27772","23131797","-","2","4.21","Log unit","4.21","Log unit","= 7.3","Log unit"
"CC1=CC2=C(NC3=C2N=NC(N\N=C\C=C\C2=CC=CO2)=N3)C=C1","-","M3410284","ZINC06862609","666","-","-","A27772","23131797","-","2","2.18","Log unit","2.18","Log unit","= 6.5","Log unit"
"FC(F)(F)COP(=O)(OCC(F)(F)F)N1CCOCC1","-","M1023186","ZINC02900677","667","-","-","A27772","23131797","-","2","2.69","Log unit","2.69","Log unit","5.0","Log unit"
"O=C(NC1=C(NC(=O)\C=C\C2=CC=CO2)C=CC=C1)\C=C\C1=CC=CO1","-","M3410285","ZINC00438087","668","-","-","A27772","23131797","-","2","3.79","Log unit","3.79","Log unit","= 2.0","Log unit"
"C\C(=C/C1=CC=CO1)[C@@H]1C2=C(NN=C2OC(N)=C1C#N)C1=CC=CC=C1","-","M1023191","ZINC06191766","669","-","-","A27772","23131797","-","2","4.82","Log unit","4.82","Log unit","= 10.5","Log unit"
"COC(=O)C1=CC(NC(=O)C2=CC=C(C)C=C2)=CC=C1","-","M1019894","ZINC00261113","670","-","-","A27772","23131797","-","2","3.72","Log unit","3.72","Log unit","5.0","Log unit"
"COC1=CC(OC)=C(C=C1OC)C1N2N=CN=C2NC2=C1C(=O)CCC2","-","M3157643","ZINC02915570","672","-","-","A27772","23131797","-","2","2.19","Log unit","2.19","Log unit","= 7.3","Log unit"
"COC1=CC=C(C=C1)[C@H]1C[C@H](NC2=NC=NN12)C1=CC=C(C=C1)C1=CC=CC=C1","-","M1023202","ZINC02916360","673","-","-","A27772","23131797","-","2","5.42","Log unit","5.42","Log unit","= 7.3","Log unit"
"CCCCSC1=C(C#N)[C@H](C2=CC=CC(=C2)[N+]([O-])=O)C(C(C)=O)=C(C)N1","-","M1153595","ZINC02921992","676","-","-","A27772","23131797","-","2","4.44","Log unit","4.44","Log unit","10.0","Log unit"
"O=P(O[C@H]1CS(=O)(=O)C=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1","-","M1023217","ZINC02923539","679","-","-","A27772","23131797","-","2","2.48","Log unit","2.48","Log unit","= 6.5","Log unit"
"O=C(C1=CC2=C(C=C1)C(=O)N(C1=NC=CS1)C2=O)C1=CC=C2C(=O)N(C3=NC=CS3)C(=O)C2=C1","-","M1023220","ZINC02924873","681","-","-","A27772","23131797","-","2","3.25","Log unit","3.25","Log unit","10.0","Log unit"
"CN1C(=CC2=C1N=C1C=CC=CN1C2=O)C(=O)N1CCC2(CC1)OCCO2","-","M1023204","ZINC02916975","682","-","-","A27772","23131797","-","2","2.87","Log unit","2.87","Log unit","= 7.3","Log unit"
"CCOC(=O)C1=C(C)NC2=C([C@H]1C1=CC=CC=C1OC)C(=O)C[C@@H](C2)C1=CC=C(OC)C(OC)=C1","-","M1020697","ZINC00678637","683","-","-","A27772","23131797","-","2","3.79","Log unit","3.79","Log unit","10.0","Log unit"
"O=C(NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NC(=O)C2=CC=CS2)C=C1)C1=CC=CS1","-","M1023225","ZINC02927811","684","-","-","A27772","23131797","-","2","4.46","Log unit","4.46","Log unit","5.0","Log unit"
"COC1=CC=C(C=C1)N1C(=O)CC2=CC=CC=C2C1=O","-","M719653","ZINC00195942","685","-","-","A27772","23131797","-","2","2.56","Log unit","2.56","Log unit","5.0","Log unit"
"COC1=CC=C(C=C1)[C@H]1N(C(=O)C(F)(F)F)C2=CC=CC=C2NC2=C1C(=O)C[C@H](C2)C1=CC=CO1","-","M1153897","ZINC00867315","687","-","-","A27772","23131797","-","2","4.62","Log unit","4.62","Log unit","5.0","Log unit"
"CCC1=NOC(=C1C)C1=C(C(=O)C(=O)N(C)C)C2=CC=CC=C2N1","-","M1023245","ZINC02942705","688","-","-","A27772","23131797","-","2","2.68","Log unit","2.68","Log unit","10.0","Log unit"
"CCCC(=O)NC[C@@H](C)NC(=O)CCC","-","M1022584","ZINC02086643","689","-","-","A27772","23131797","-","2","1.43","Log unit","1.43","Log unit","5.0","Log unit"
"C[C@@H]1CCC2[C@]3(C)COC(C)(C)O[C@H]3CC[C@]2(C)[C@@]11CCC2(COC(=O)C2)O1","-","M1036476","ZINC02944542","690","-","-","A27772","23131797","-","2","4.24","Log unit","4.24","Log unit","5.0","Log unit"
"C[C@H](NC(=O)C1CC1)C1=CC=CC=C1","-","M1020078","ZINC00357428","691","-","-","A27772","23131797","-","2","1.85","Log unit","1.85","Log unit","5.0","Log unit"
"CCOC(=O)C1CCN(CC1)C(=O)C1=CC=C(Cl)C(=C1)\N=C1\N[C@@H]2CS(=O)(=O)C[C@@H]2S1","-","M1023263","ZINC02959368","694","-","-","A27772","23131797","-","2","2.96","Log unit","2.96","Log unit","= 10.5","Log unit"
"CC1=CC=CC(NC(=O)CC2=CC=C(Br)C=C2)=C1C","-","M1020246","ZINC00442382","697","-","-","A27772","23131797","-","2","4.05","Log unit","4.05","Log unit","5.0","Log unit"
"CC[C@@H](SC1=NC2=CC=CC=C2C2=N[C@@H](CC3=CC=CC=C3)C(=O)N12)C(=O)N1CCOCC1","-","M1023272","ZINC02964424","698","-","-","A27772","23131797","-","2","3.95","Log unit","3.95","Log unit","10.0","Log unit"
"CC[C@@H](SC1=NC2=CC=CC=C2C2=N[C@@H](CC(C)C)C(=O)N12)C(=O)NC1=CC=C2OCOC2=C1","-","M1023273","ZINC02964517","699","-","-","A27772","23131797","-","2","4.85","Log unit","4.85","Log unit","= 7.3","Log unit"
"FC(F)(F)C1=CC(=CC=C1)N1C(=S)S\C(=C/C2=CSC=C2)C1=O","-","M1021416","ZINC01023102","700","-","-","A27772","23131797","-","2","5.8","Log unit","5.8","Log unit","5.0","Log unit"
"NC1=NC(=NC(O\N=C\C2=CC=C(C=C2)[N+]([O-])=O)=N1)N1CCOCC1","-","M3410286","ZINC00450333","702","-","-","A27772","23131797","-","2","3.18","Log unit","3.18","Log unit","= 10.5","Log unit"
"CN1N(C(=O)C(NC2=C(NC3=CC=CC(Cl)=C3)N=C3C=CC=CC3=N2)=C1C)C1=CC=CC=C1","-","M1023290","ZINC02972969","706","-","-","A27772","23131797","-","2","5.96","Log unit","5.96","Log unit","5.0","Log unit"
"NC(=O)C1CCN(CC1)C(=O)C1=CC=C2C(=O)N(CC3=CC=CO3)C(SCC(=O)C3=CC=CC=C3)=NC2=C1","-","M1023293","ZINC02973993","707","-","-","A27772","23131797","-","2","5.31","Log unit","5.31","Log unit","5.0","Log unit"
"CC1=C2C=CC=CC2=NC(SCC(=O)NCC2=CC=C3OCOC3=C2)=C1","-","M1021675","ZINC01128992","708","-","-","A27772","23131797","-","2","4.15","Log unit","4.15","Log unit","= 8.0","Log unit"
"CCOC1=CC(=CC(OCC)=C1OCC)C(=O)NC1=CC=C(OC)C(OC)=C1","-","M1023296","ZINC02974884","710","-","-","A27772","23131797","-","2","4.11","Log unit","4.11","Log unit","5.0","Log unit"
"COC1=CC=C(C=O)C=C1COC1=C(F)C(F)=CC(F)=C1F","-","M1020108","ZINC00373349","711","-","-","A27772","23131797","-","2","4.24","Log unit","4.24","Log unit","5.0","Log unit"
"CC[C@H](C)NC(=O)NC(C(F)(F)F)C(F)(F)F","-","M1023299","ZINC02975517","712","-","-","A27772","23131797","-","2","2.84","Log unit","2.84","Log unit","5.0","Log unit"
"CCC1=CC=CC=C1NC(=O)[C@]12CC[C@](C)(C(=O)O1)C2(C)C","-","M1020069","ZINC00352805","713","-","-","A27772","23131797","-","2","3.31","Log unit","3.31","Log unit","5.0","Log unit"
"CC(=O)C12[C@@H]3[C@@H](C(C4=CC=CC=C14)C1=C2C=CC=C1)C(=O)N(C3=O)C1=CC=C(C)C(=C1)[N+]([O-])=O","-","M1153788","ZINC01187647","714","-","-","A27772","23131797","-","2","4.74","Log unit","4.74","Log unit","5.0","Log unit"
"COC(=O)[C@H](CCSC)NC(=O)C1=CC2=C(CC(C)(C)CC2=O)N(C1=O)C1=CC=CC=C1","-","M1023321","ZINC02992891","715","-","-","A27772","23131797","-","2","3.97","Log unit","3.97","Log unit","5.0","Log unit"
"CC1=CC=C(C=C1C)C(=O)COC1=CC=CC(=C1)N1C(=O)[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C1=O","-","M1023324","ZINC02996352","716","-","-","A27772","23131797","-","2","4.71","Log unit","4.71","Log unit","5.0","Log unit"
"CCOC1=CC(=CC=C1OCC#C)C1C2=C(CC(C)(C)CC2=O)OC2=C1C(=O)CC(C)(C)C2","-","M1023326","ZINC02997580","717","-","-","A27772","23131797","-","2","4.93","Log unit","4.93","Log unit","5.0","Log unit"
"C[C@@H](CCC1=CC=CC=C1)NC(=O)C(=O)NC[C@@H]1COC2=CC=CC=C2O1","-","M1023327","ZINC02998535","718","-","-","A27772","23131797","-","2","4.8","Log unit","4.8","Log unit","= 6.5","Log unit"
"C[C@@H](NC(=O)CN(C1CCCCC1)S(=O)(=O)C1=CC=CC=C1)C1=CC=CC=C1","-","M1023334","ZINC03004885","719","-","-","A27772","23131797","-","2","4.9","Log unit","4.9","Log unit","5.0","Log unit"
"CCN1C(=S)S\C(=C/C2=C(C)N(C(C)=C2)C2=CC=C3OCOC3=C2)C1=O","-","M3410287","ZINC01163656","720","-","-","A27772","23131797","-","2","2.52","Log unit","2.52","Log unit","= 6.5","Log unit"
"COC1=CC2=C(C=C1OC)[C@@H](COC1=CC=C(F)C=C1)N(CC2)C(=O)\C=C\C1=CC=CC=C1","-","M3410288","ZINC03006765","721","-","-","A27772","23131797","-","2","5.45","Log unit","5.45","Log unit","5.0","Log unit"
"CCN(C(=O)C(=O)C1=CN(CC(=O)N2CCOCC2)C2=CC=CC=C12)C1=CC=CC=C1","-","M1023345","ZINC03007724","722","-","-","A27772","23131797","-","2","2.05","Log unit","2.05","Log unit","= 2.0","Log unit"
"C[C@@H]1CCC[C@@H](NC(=O)CN2C=NC3=C(C(C)=C(C)S3)C2=O)[C@@H]1C","-","M1023348","ZINC03017635","724","-","-","A27772","23131797","-","2","4.34","Log unit","4.34","Log unit","= 8.0","Log unit"
"ClC1=C(SC2=CC=CC=C12)C(=O)NC[C@@H]1CCCO1","-","M1019028","ZINC00041369","726","-","-","A27772","23131797","-","2","3.56","Log unit","3.56","Log unit","5.0","Log unit"
"CSC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC[C@@H]1CCCO1)C1=CC=C(C)C=C1","-","M1020647","ZINC00655766","729","-","-","A27772","23131797","-","2","4.3","Log unit","4.3","Log unit","5.0","Log unit"
"CCOC(=O)C(C)(C)N(CCC(C)C)S(=O)(=O)C1=CC=C(C=C1)[N+]([O-])=O","-","M3410289","ZINC03033574","730","-","-","A27772","23131797","-","2","4.75","Log unit","4.75","Log unit","5.0","Log unit"
"O=C(N1CCOCC1)C1=NN(C(=O)C2=CC=CC=C12)C1=CC=CC=C1","-","M1023588","ZINC03344047","731","-","-","A27772","23131797","-","2","2.47","Log unit","2.47","Log unit","= 7.3","Log unit"
"CCCC1=CC=C(OCC2=CC=C(O2)C(=O)NC2=CC=CC=C2C(=O)OC)C(OC)=C1","-","M1021580","ZINC01083487","732","-","-","A27772","23131797","-","2","5.89","Log unit","5.89","Log unit","5.0","Log unit"
"BrC1=CC=CC(=C1)[C@H]1N(CCC2=CCCCC2)C(=O)CN(C2CCCCC2)C1=O","-","M1023368","ZINC03040513","733","-","-","A27772","23131797","-","2","5.6","Log unit","5.6","Log unit","5.0","Log unit"
"C[C@H](NC(=O)C1CCN(CC1)S(=O)(=O)N1CCC(C)CC1)C1=CC=CC=C1","-","M1023382","ZINC03060391","737","-","-","A27772","23131797","-","2","4.92","Log unit","4.92","Log unit","5.0","Log unit"
"ClC1=CC=C(\C=C(/NC(=O)C2=CC=CC=C2)C(=O)NCC2=CC=CC=C2)C=C1","-","M1153975","ZINC00721789","738","-","-","A27772","23131797","-","2","4.41","Log unit","4.41","Log unit","5.0","Log unit"
"FC(F)(F)C1=CC=CC=C1NC(=O)C1CCC1","-","M1023392","ZINC03105523","740","-","-","A27772","23131797","-","2","2.55","Log unit","2.55","Log unit","5.0","Log unit"
"COCON1[C@@H](N(CC1=O)C(C)=O)C1=CC=C(Cl)C=C1Cl","-","M1023396","ZINC03117530","742","-","-","A27772","23131797","-","2","1.98","Log unit","1.98","Log unit","= 2.0","Log unit"
"CCCCOC1=CC=C(C=C1)C(=O)N(CCN1C(=O)C2=CC=CC=C2C1=O)C1=CC=CC(OC)=C1","-","M1023403","ZINC03223956","745","-","-","A27772","23131797","-","2","5.35","Log unit","5.35","Log unit","5.0","Log unit"
"COC1=CC(\C=N/N2C=NC3=C(C4=C(CCCC4)S3)C2=O)=CC=C1OCC1=CC=CC=C1","-","M1023413","ZINC03232082","746","-","-","A27772","23131797","-","2","5.68","Log unit","5.68","Log unit","5.0","Log unit"
"C[C@@]12CN(C(=O)C3=CC=CC(=C3)[N+]([O-])=O)[C@]3(C[C@@H]1CC[C@@]23C)C#N","-","M3410290","ZINC02871160","748","-","-","A27772","23131797","-","2","3.25","Log unit","3.25","Log unit","5.0","Log unit"
"CC1=CC=C(C=C1)N1[C@H]2CS(=O)(=O)C[C@H]2N(C1=O)C1=CC=CC(Cl)=C1","-","M1021673","ZINC01126453","749","-","-","A27772","23131797","-","2","3.56","Log unit","3.56","Log unit","5.0","Log unit"
"CC1=NN(C2=C1[C@H]([C@@H]1C(=O)CC(C)(C)C=C1N2)C1=CC=CO1)C1=NC(C)=CC(C)=N1","-","M1023434","ZINC03241789","750","-","-","A27772","23131797","-","2","4.34","Log unit","4.34","Log unit","= 7.3","Log unit"
"C[C@H]1CCC[C@@H](C)N1C(=O)COC(=O)C1=CC=C2C(=O)C3=CC=CC=C3S(=O)(=O)C2=C1","-","M1023437","ZINC12600540","751","-","-","A27772","23131797","-","2","4.39","Log unit","4.39","Log unit","5.0","Log unit"
"O=C(COC(=O)C1CCCCC1)N1CCC(CC2=CC=CC=C2)CC1","-","M1023438","ZINC03244173","752","-","-","A27772","23131797","-","2","4.98","Log unit","4.98","Log unit","5.0","Log unit"
"CN1C(=O)N(C)C(=O)C(C(=O)CSC2=C(SCC(=O)C3=C(N)N(C)C(=O)N(C)C3=O)N=C3C=CC=CC3=N2)=C1N","-","M1023439","ZINC03245216","753","-","-","A27772","23131797","-","2","2.59","Log unit","2.59","Log unit","= 10.5","Log unit"
"COC1=CC(C=O)=CC=C1OS(=O)(=O)C1=CC=C(F)C(F)=C1","-","M1023442","ZINC03246579","754","-","-","A27772","23131797","-","2","3.68","Log unit","3.68","Log unit","= 6.5","Log unit"
"COC(=O)CN(C1=CC=CC=C1)S(=O)(=O)C1=CC=C(OC)C=C1","-","M1020122","ZINC00379555","755","-","-","A27772","23131797","-","2","3.43","Log unit","3.43","Log unit","5.0","Log unit"
"FC1=CC=C(NC(=O)COC(=O)C2=CC(=CC=C2)S(=O)(=O)N2CCC3=CC=CC=C23)C(F)=C1F","-","M1023445","ZINC03248157","756","-","-","A27772","23131797","-","2","5.31","Log unit","5.31","Log unit","5.0","Log unit"
"CN1C2=CC=CC=C2C(C)(C)C1=CC(=O)COC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1","-","M3410291","ZINC12616401","757","-","-","A27772","23131797","-","2","6.27","Log unit","6.27","Log unit","5.0","Log unit"
"[O-][N+](=O)C1=CC=CC(=C1)C1=NOC(CC2CCCCC2)=N1","-","M1154209","ZINC00087965","758","-","-","A27772","23131797","-","2","5.17","Log unit","5.17","Log unit","5.0","Log unit"
"CN(C1=CC=C(OCC(=O)N2CCN(CC2)C2=NC=CC=N2)C=C1)S(=O)(=O)C1=CC=C(C)C=C1","-","M768265","ZINC03257631","759","-","-","A27772","23131797","-","2","4.46","Log unit","4.46","Log unit","= 10.5","Log unit"
"C[C@H]1CCCN(C1)C(=O)COC(=O)COC1=CC(Cl)=C(Cl)C=C1Cl","-","M1023471","ZINC03264205","761","-","-","A27772","23131797","-","2","4.97","Log unit","4.97","Log unit","= 6.5","Log unit"
"COC1=CC(=CC(OC)=C1OC)C(=O)COC(=O)CCCOC1=CC=C(Cl)C=C1Cl","-","M1023472","ZINC03264497","762","-","-","A27772","23131797","-","2","5.59","Log unit","5.59","Log unit","= 6.5","Log unit"
"COC[C@H](C)NC(=O)CCl","-","M1023477","ZINC03270888","763","-","-","A27772","23131797","-","2","0.61","Log unit","0.61","Log unit","= 6.5","Log unit"
"CC1=C(C2=CN3CCS(=O)(=O)N=C3S2)C2=CC=CC=C2N1","-","M771933","ZINC03272800","765","-","-","A27772","23131797","-","2","1.56","Log unit","1.56","Log unit","= 2.0","Log unit"
"C[C@@H]1CCC[C@@H](C)N1C(=O)COC(=O)C1=C(C)ON=C1C1=C(F)C=CC=C1Cl","-","M1023482","ZINC03273046","766","-","-","A27772","23131797","-","2","4.38","Log unit","4.38","Log unit","5.0","Log unit"
"CC[C@H]1CS\C(=N/C2=CC=CC(C)=C2)N1C(=O)CCN1C(=O)C2=CC=CC=C2C1=O","-","M3410292","ZINC05950541","770","-","-","A27772","23131797","-","2","4.96","Log unit","4.96","Log unit","= 8.0","Log unit"
"O=C(NCC1=CC(CNC(=O)C(=CC2=CC3=C(OCO3)C=C2)C#N)=CC=C1)C(=CC1=CC2=C(OCO2)C=C1)C#N","-","M3410293","ZINC03287055","771","-","-","A27772","23131797","-","2","4.92","Log unit","4.92","Log unit","= 6.5","Log unit"
"CCC1=CC2=C(S1)N=C(SCC(=O)N1C[C@@]3(C)C[C@@H]1CC(C)(C)C3)N(CC=C)C2=O","-","M1023511","ZINC03294668","775","-","-","A27772","23131797","-","2","6.04","Log unit","6.04","Log unit","= 10.5","Log unit"
"CCOC(=O)C1=C(C)NC(C)=C1C(=O)COC(=O)C1=CC=C(F)C(=C1)S(=O)(=O)N1CCOCC1","-","M1023514","ZINC03295804","776","-","-","A27772","23131797","-","2","3.63","Log unit","3.63","Log unit","5.0","Log unit"
"COC1=CC(\C=C\C(=O)NC2=CC=C(C=C2)N2CCCCC2)=CC=C1OC(F)F","-","M1153566","ZINC03297362","777","-","-","A27772","23131797","-","2","5.36","Log unit","5.36","Log unit","= 8.0","Log unit"
"CC[C@@H]1CCCCN1C(=O)CSC1=NC(C)=CC(C)=N1","-","M1023520","ZINC03299308","778","-","-","A27772","23131797","-","2","3.61","Log unit","3.61","Log unit","= 10.5","Log unit"
"COC1=CC=C(C=C1C(=O)OCC(=O)C1=C(N)N(C)C(=O)N(C)C1=O)S(=O)(=O)N1CCCCCC1","-","M1023524","ZINC03302230","779","-","-","A27772","23131797","-","2","4.59","Log unit","4.59","Log unit","= 10.5","Log unit"
"[O-][N+](=O)C1=CC(=CC=C1)N1CC2=CC=CC=C2C1=NC(=O)C(=C/C1=CC=C2OCOC2=C1)\C#N","-","M3410294","ZINC12658225","780","-","-","A27772","23131797","-","2","5.4","Log unit","5.4","Log unit","= 10.5","Log unit"
"COC1=CC=C(NC(=O)[C@H](OC(=O)CNC(=O)C2=CC=C(C)S2)C2=CC=CC=C2)C=C1Cl","-","M1023529","ZINC03303526","781","-","-","A27772","23131797","-","2","4.54","Log unit","4.54","Log unit","= 2.0","Log unit"
"CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(=O)N1CCNC(=O)[C@H]1CC(=O)OC","-","M1023533","ZINC03307144","782","-","-","A27772","23131797","-","2","1.14","Log unit","1.14","Log unit","= 2.0","Log unit"
"COC(=O)C1=C(C)N=C(N)S1","-","M1019423","ZINC00107756","783","-","-","A27772","23131797","-","2","1.48","Log unit","1.48","Log unit","= 7.3","Log unit"
"CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N2CCC3=C2C=CC=C3)=C(C)N1","-","M779721","ZINC03314367","786","-","-","A27772","23131797","-","2","4.47","Log unit","4.47","Log unit","= 6.5","Log unit"
"CCCCNC(=S)N(C)\N=C\C1=CC=C(OCC2=CC=C(Cl)C=C2)C(OC)=C1","-","M1868160","ZINC03315666","787","-","-","A27772","23131797","-","2","6.8","Log unit","6.8","Log unit","= 6.5","Log unit"
"CCCN(CC1CC1)C(=S)NC1=CC(=CC=C1Cl)[N+]([O-])=O","-","M1153561","ZINC03325954","789","-","-","A27772","23131797","-","2","4.1","Log unit","4.1","Log unit","5.0","Log unit"
"NC1=C2C(=O)N(C(=O)C3=CC(=NC4=CC=CC=C34)C3=CC=CC=C3Cl)C(=O)C2=CC=C1","-","M837708","ZINC03328732","790","-","-","A27772","23131797","-","2","4.63","Log unit","4.63","Log unit","= 10.5","Log unit"
"C[C@H]1CC2=CC=CC=C2N1S(=O)(=O)C1=CC=CC(=C1)C(=O)OCC1=CC(=CC2=C1OCOC2)[N+]([O-])=O","-","M1153559","ZINC03329891","791","-","-","A27772","23131797","-","2","6.01","Log unit","6.01","Log unit","5.0","Log unit"
"CN1C(=O)N(C)C(=O)C(C(=O)COC(=O)C2=CC=C3C(=O)N(C(=O)C3=C2)C2=CC=CC=C2C)=C1N","-","M1023567","ZINC03331703","792","-","-","A27772","23131797","-","2","4.55","Log unit","4.55","Log unit","= 10.5","Log unit"
"CC1=CC(Cl)=CC=C1NC(=S)NCCC1=CNC2=CC=CC=C12","-","M1019281","ZINC00084666","793","-","-","A27772","23131797","-","2","4.34","Log unit","4.34","Log unit","5.0","Log unit"
"OC[C@H]1CCCN(C1)C1=C2C(SC=C2C2=CC=CC=C2)=NC=N1","-","M1023570","ZINC03333036","794","-","-","A27772","23131797","-","2","3.9","Log unit","3.9","Log unit","= 8.0","Log unit"
"ClC1=NC=C(C=C1)C(=O)OCC(=O)N(C1CCCCC1)C1CCCCC1","-","M775491","ZINC03333428","795","-","-","A27772","23131797","-","2","4.99","Log unit","4.99","Log unit","5.0","Log unit"
"CC(=O)N1CC2=CC=CC=C2C[C@H]1C(=O)OCC1=CC=C(C=C1)C#N","-","M1023578","ZINC03339325","797","-","-","A27772","23131797","-","2","2.41","Log unit","2.41","Log unit","= 2.0","Log unit"
"COC1=CC2=C(OC3=C2C=CC=C3)C=C1NC(=O)COC(=O)C1=CC(OC)=C(OC)C=C1[N+]([O-])=O","-","M1153556","ZINC03341032","798","-","-","A27772","23131797","-","2","5.04","Log unit","5.04","Log unit","5.0","Log unit"
"CN(C1=CC=C(OC(=O)C2=CC=C3OCOC3=C2)C=C1)S(=O)(=O)C1=CC(C)=CC=C1C","-","M1023581","ZINC03341151","799","-","-","A27772","23131797","-","2","5.87","Log unit","5.87","Log unit","5.0","Log unit"
"NC(=O)C(C(=O)\C=C\C1=CC=C(Cl)C=C1)=C1SCS1","-","M1023583","ZINC03342785","800","-","-","A27772","23131797","-","2","3.64","Log unit","3.64","Log unit","= 6.5","Log unit"
"COC1=CC=C(C)C=C1N1N=NN=C1SCC(=O)NC1=CC(=CC(=C1)C(N)=O)C(N)=O","-","M1023587","ZINC03343997","802","-","-","A27772","23131797","-","2","4.15","Log unit","4.15","Log unit","5.0","Log unit"
"CC(C)NC(=S)N1CCN(CC1)S(=O)(=O)C1=CC=CC(=C1)C(F)(F)F","-","M1023589","ZINC08694104","803","-","-","A27772","23131797","-","2","3.9","Log unit","3.9","Log unit","5.0","Log unit"
"O[C@H]1C[C@H](N(C1)S(=O)(=O)C1=CC=C(Cl)C=C1)C(=O)OCCN1C(=O)C2=CC=CC=C2C1=O","-","M1023597","ZINC03348666","804","-","-","A27772","23131797","-","2","3.65","Log unit","3.65","Log unit","5.0","Log unit"
"COC(=O)C(=O)C1=C(NC(=O)N[C@@H]1C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1","-","M1023598","ZINC03348865","805","-","-","A27772","23131797","-","2","3.56","Log unit","3.56","Log unit","= 2.0","Log unit"
"O=C(CN1C=NN=N1)N(CC1=CC=CO1)CC1=CC=CS1","-","M792118","ZINC03349177","806","-","-","A27772","23131797","-","2","4.33","Log unit","4.33","Log unit","5.0","Log unit"
"CN(C1=CC=CC=C1)S(=O)(=O)C1=CC=C(C=C1)C(=O)N1CCN(CC1)C1=CC=CC=C1Cl","-","M1023606","ZINC03355897","808","-","-","A27772","23131797","-","2","5.31","Log unit","5.31","Log unit","= 10.5","Log unit"
"CCOC(=O)C1=C(C)C(C(=O)OCC(=O)N(C)[C@@H]2CCS(=O)(=O)C2)=C(C)N1","-","M1023610","ZINC03359154","809","-","-","A27772","23131797","-","2","3.35","Log unit","3.35","Log unit","5.0","Log unit"
"CC(=O)C1=CC=C(C=C1)C1=CC=C(O1)[C@H]1NC(=S)NC(=C)[C@@H]1C(=O)OC(C)(C)C","-","M1153555","ZINC03359239","810","-","-","A27772","23131797","-","2","4.53","Log unit","4.53","Log unit","5.0","Log unit"
"COC1=CC=C(C=C1)C1=NN=C(SCC(=O)C2=C(N)N(C)C(=O)N(C)C2=O)N1C1=CC=CC(=C1)C(F)(F)F","-","M1023613","ZINC03360361","811","-","-","A27772","23131797","-","2","4.89","Log unit","4.89","Log unit","= 10.5","Log unit"
"CC(=O)NCCC1=CC=C(C=C1)S(=O)(=O)N1CCOCC1","-","M1019922","ZINC00269602","812","-","-","A27772","23131797","-","2","2.0","Log unit","2.0","Log unit","5.0","Log unit"
"CCN([C@@H]1CCS(=O)(=O)C1)C(=O)COC(=O)C(=C\C1=CC=C(Cl)C=C1)\C1=CC=C(F)C=C1","-","M1153554","ZINC03361997","813","-","-","A27772","23131797","-","2","4.95","Log unit","4.95","Log unit","5.0","Log unit"
"CC1=CC=C(NC(=O)COC(=O)C(=C\C2=CC=CS2)\C2=CC=CS2)C(C)=C1","-","M1023628","ZINC03369081","814","-","-","A27772","23131797","-","2","3.83","Log unit","3.83","Log unit","= 6.5","Log unit"
